id,title,file_id,price
14943,Hanes Girls' Ribbed Scoop Neck Tank Top Shirt Sleeveless 100% Cotton Jersey K403,14943,32.06
4253," Crazy 8 Sleeveless T-shirt Sequins ""Smile"" Girls ",4253,57.92
7917,NEW! Girls ARIZONA Bright Orange & Pink Stripe CrewNeck Casual Shirt Size 5,7917,41.07
8099,Girl's Under Armour White Athletic Shirt Size 6-NWT,8099,63.49
11217,NWT - Girls Xersion Blue Short Sleeve Shirt Graphic Tee XXL 20.5 Plus No heart,11217,24.62
15231,NWT Girl's Twirl tshirt #Squadgoals Turquoise Size XS 4/5,15231,24.29
11011,Gymboree Girls Size 5 or 9 Most Valuable Princess Embellished Shirt New,11011,33.97
380,NWT DKNY T shirt GIRL size S (6-8 ?) pink,380,70.96
3351,NEW ORIGINAL DISNEYPARKS GIRLS 7/8 MEDIUM SHORT SLEEVE MICKEY FRIEND PINK BLOUSE,3351,93.23
2218,"Lily Bleu Girls' Leopard Print Sequin Heart Tee, Heather Gray, Size 4, ",2218,74.7
9296, Girls ATHLETIC CHICKS RULE tee sz Small 5-6 Sports Tee,9296,41.55
15760,Hybrid Girls Pizza Party Graphic T-Shirt,15760,34.98
14213,Junior's Plus Size Swing Tee Shirt Lace up Neck Olive Leaf Eye Candy Sz 1X NEW,14213,33.97
4661,FINAL FIGHT Juniors Girls Kids Short Sleeve T-Shirt BLACK FF GANG,4661,74.7
13250,Gap Kids Girls Polo Shirt Uniform Pique Cotton Short Sleeve Button NWT Large 10,13250,37.33
195,Columbia Silver Ridge Short Sleeve Tee Shirt Girl's,195,59.75
16488,Berek Rare Girl's Yellow Monkeys Fruits Button-Down Short Sleeve Cardigan 6X NWT,16488,224.2
5640,Gap Kids NEW  Girls size 8 tweety bird shirt ,5640,93.38
9194,GIRLS L 10-12 MINT GREEN DREAM BIG LAUGH & LOVE CURVED HEM SHIRT NWT~ OLD NAVY,9194,33.59
6735,10016922 Ariat Girl's Hashtag Tee Short Sleeve - Navy & White NEW,6735,70.96
8254,Wishful Park Girls Top Size 12 Green White Cami Overtop Two Piece Back to School,8254,61.99
12134,Nike Girls FEAR MY AWESOME Short Sleeve Shirt 885091 - Purple 520 - Size L - NWT,12134,37.33
11222,New Epic Threads Youth Girl's Shirt Medium 10/12 Top Brown with Pink Flowers,11222,63.49
8009,NWT NEW Burberry Gisselle pink blue T-shirt nova check cuffs 5y 8y 10y 12y 14y,8009,220.47
10102,Circo Patriotic Shirts 4 5 Lot of Two for Children Pawtriot USA Patriot America,10102,29.86
16410,LOT of 3 GIRL XL 14-16  t-shirt top solid color CORAL*WHITE*BLACK crew / v-neck,16410,55.94
5963, LuLaRoe Bianka  Floral Open Front Top Kimono Cardigan Sz 3 (10-12) Girls Kids,5963,112.03
5139,CATS CRADLE CHILD T-SHIRT THE MOUNTAIN,5139,51.49
8388,NWT Gymboree Fairy Fashionable Stripe Tee Top 4 4T,8388,44.65
11231,Everlast Girls Sport Shirt Size 7/8 Active Fitness Top Brand New,11231,26.12
7552,GYMBOREE RED WHITE & CUTE WHITE w/ AMERICANA GIRLS/S TEE 4 5 6 NW,7552,27.99
9564,NWT THE CHILDRENS PLACE TCP GIRLS SIZE 7 8 TOP PURPLE SMOCKED YELLOW FLOWERS NEW,9564,47.61
7322,NWT Gymboree Posh and Playful Size 6 White City Scene Rayon Shirt Top,7322,119.61
9764,New girls NFL medium 10-12 top shirt NY Jets football NFL team apparel ,9764,26.87
8686,"NWT ARIZONA GIRLS S/S NAVY KNIT TOP W/""PEACE"" WRITTEN IN FLOWERS 10-12",8686,38.3
10855,Girl BLACK Star Graphic WHITE T Shirt  Short Sleeve  CAMISA DE NINA C8,10855,33.59
7080,JOE FRESH - GIRLS - TOP - GRAY - SIZE LARGE   (HM-BX-131-3x4),7080,48.39
14445,Claire's Blue Girls T-Shirt Cody Simpson Size Large,14445,22.42
10379,MTA Sport Girls Size Polyester Fast Dri Short Sleeve Activewear Raglan Tee NEW,10379,17.56
2831,NEW SANRIO HELLO KITTY PINK TOP TEE SIZE 4 6X,2831,65.39
15801,Dream Star Girls Fuchsia & Pink Cat Crocheted Top Size 5 $24,15801,48.54
